ID,Description,Entry_ID,Antonym,Encyclopedic_Info,Media_IDs,Near_Synonym,Scientific_Name,Semantic_Domain,Synonym
SN004733,"rejoice, be happy",us_1,,,,,,,
SN004734,"come up out of water, e.g. while bathing",LX001434,,,,,,,
SN004735,"welcome gate, made by bending saplings into an arch and festooning with flowers",LX001435,,,,,,,
SN004736,happy,LX001436,,,,,,,
SN004737,happily,LX001437,,,,,,,
SN004738,unhappy,LX001438,,,,,,,
SN004739,"climb up out of something, e.g. a well or a pot",LX001439,,,,,,,
SN004740,walk (2nd/3rd.plural),utan,,,,,,,
SN004741,"take over someone else's burden, take off a load from someone else and put it on yourself",LX001440,,,,,,,
SN004742,"stomp, push",utirs,,,,,,,
SN004743,tell each other,utls,,,,,,,
SN004744,"react suddenly, e.g. springing up in anger",LX001441,,,,,,,
SN004745,suffer,LX001442,,,,,,,
SN004746,light,uts,,,,,,,
SN004747,sleep by fire,uts,,,,,,,
SN004748,"be up (e.g. of bird's tail), be vertical",LX001443,,,,,,,
SN004749,"fall, fall over",uwi_1,,,,,,,
SN004751,"move vertically, up: take off (when used with 'away' prefix, if finite, or with tqt if non-finite), land,",uwis_2,,,,,,,
SN004752,fall,uwis_3,,,,,,,
SN004753,land,uwis_3,,,,,,,
SN004754,"be on fire, burn, be already lit, flare up, flame up",uzers,,,,,,,LX001655
SN004755,"be warm (of day), be sunny",uzers,,,,,,,
SN004756,get tight,uzns,,,,,,,
SN004757,get stuck,uzns,,,,,,,
SN004758,get fat (of stomach),uzns,,,,,,,
SN004759,step from one branch to another when climbing a tree,uzns,,,,,,,
SN004760,"remember, think of, commemorate",wabaes,,,,,,,
SN004761,think of,wabaes,,,,,,,
SN004762,"love, consideration for others, as shown through gifts and self-sacrifice to others, love made materially manifest, showing your heart to somebody.",wabaes_yam,,,,,,,
SN004763,memory,wabaes_yam,,,,,,,
SN004764,sew,LX001444,,,,,,,LX001450
SN004765,nail,LX001444,,,,,,,
SN004766,"shoot, transfix (with an arrow)",LX001444,,,,,,,LX000895
SN004767,"to scout and look at, e.g. on a headhunting raid. spy on",wabals,,,,,,,
SN004768,"like something, be after something",wabals,,,,,,,
SN004769,"scout, e.g. on a head-hunting raid",LX001445,,,,,,,
SN004770,scatter,LX001446,,,,,,,
SN004771,force,LX001447,,,,,,,
SN004772,"send (as the first element in an exchange, initiating an exchange relationship)",LX001448,,,,,,,
SN004773,push (away),LX001449,,,,,,,
SN004774,hide something away,LX001450,,,,,,,
SN004775,"sew up, stitch up",LX001450,,,,,,,LX001444
SN004776,"nail, pin",LX001450,,,,,,,
SN004777,"sprout from, grow out of",LX001450,,,,,,,
SN004778,"tame for, fatten up for (typically a woman for her brother, or a man for his wife's brothers or father)",wabens,,,,,,,
SN004779,hand over,wabens,,,,,,,
SN004780,send away,LX001451,,,,,,,
SN004781,pour,wabers,,,,,,,
SN004782,mixed,wabnsi,,,,,,,
SN004783,leave something (obj.) for someone (i.obj),LX001452,,,,,,,
SN004784,prepare well in advance,wabrenzas,,,,,,,
SN004785,"count, tally, list, enumerate, go through, survey",wab_1,,,,,,,
SN004786,"give (when used with yétqén 'name' as object), name",wab_1,,,,,,,
SN004787,share,wab_1,,,,,,,
SN004788,read,wab_1,,,,,,,
SN004789,"refresh, cool (in perfective), be all over (in imperfective)",wabs_2,,,,,,,
SN004790,get cool (of day),wabs_2,,"Used with 3sg subject and object affixes, and irregular perfective stem",,,,,
SN004791,"distribute to, share out to",wabs_3,,,,,,,
SN004792,"counter, one who counts things out, one who shares things",LX001453,,,,,,,
SN004793,"uncountable, uncountably many, infinite",LX001454,,,,,,,
SN004794,gossip about,LX001455,,,,,,,
SN004795,accuse of (with complement in -mne),LX001455,,,,,,,
SN004796,"gossip, gossiping person",LX001456,,,,,,,
SN004797,male personal name,Wado,,,,,,,
SN004798,"Yes, I'm here!",wae_1,,,,,,,ae_1
SN004799,"tongue of savannah intruding into the bush, remnant savannah where bush is growing back on both sides, little patch of savannah that has become lowland forest, edge of savannah",wae_2,,,,,,"Forest, grassland, desert",
SN004800,plant species,LX001457,,,,,Illex sp.,Plant,
SN004801,plant species,wae_kaskas,,,,,Carex sp.,Plant,
SN004802,"fly (transitive), pilot",LX001458,,,,,,,
SN004803,"cause to fly, e.g. by scaring birds",LX001458,,,,,,,
SN004804,"transport, fast and above the ground",LX001458,,,,,,,
SN004805,swat flies away (i.e. cause them to fly); wave fan over baby,LX001458,,,,,,,
SN004806,take a rest,LX001458,,,,,,,
SN004807,replace,waegs_1,,,,,,,
SN004808,replace spoiled exchange in sister exchange,waegs_1,,,,,,,
SN004809,"press on in an exploratory way, e.g. to see if a banana or pawpaw is ripe",waegs_2,,,,,,,
SN004810,"male personal name. Son of Gubae, check if is a Keraki name",Waenet,,,,,,,
SN004811,"pass, overtake",waengs_1,,,,,,,
SN004812,"pass through, cross",waengs_1,,,,,,,
SN004813,"skip over, jump over",waengs_1,,,,,,,
SN004814,pass,waengs_2,,,,,,,
SN004815,tell,waets_1,,,,,,,
SN004816,follow,waets_2,,,,,,,
SN004817,reach. catch up with,waets_2,,,,,,,
SN004818,after,waets_3,,,,,,,
SN004819,log bridge,waf,,,,,,,
SN004820,"carry to the other side, from one end to the other, pass over",wagamnes,,,,,,,
SN004821,"transfer, give something over to someone",wagamnes,,,,,,,
SN004822,"pass from one to another, pass on",wagamnes,,,,,,,
SN004823,twist oneself,LX001459,,,,,,,
SN004824,fish (generic),wagib,,,,,,,
SN004825,special dish of sago mixed with coconut and fish,wagib_bi_pinipini,,,,,,Food,
SN004826,type of dish made from sago mixed with coconut and fish,wagib_bi_rurusi,,,,,,Food,
SN004827,fish wrapped in banana leaf and barbecued,LX001460,,,,,,,
SN004828,fish wrapped in cassava,wagib_porma,,,,,,Prepared food,
SN004829,"large fish (not necessarily in absolute terms, but relative to other fish found in the same environment, e.g. a creek)",wagibsge,,,,,,,
SN004830,plant species,wagibwagib,,,,,Litsea firma,Plant,
SN004831,male personal name,Wagra,,,,,,,
SN004832,"small fish, which has now disappeared: lue, red-brown dotted, 1-6"" long, looks a bit like gastol",wagsgi,,,,,,Fish,
SN004833,trout mogurnda,wagsgi_tuleli,,,,,,,
SN004834,grey crowned babbler,wagwag,,,,,,Bird,tatawako
SN004835,"very thick vine, up to 4-5 inches in diameter",LX001461,,Jimmy's 'ancestor's medicine',,,Fabacea,Plant,
SN004836,channel-billed cuckoo,wak_1,,,,,,Bird,LX000962
SN004837,plant species,wak_2,,,,,Homolanthus novoguinensis,Plant,
SN004838,female personal name,Waka,,,,,,,
SN004839,male personal name,Wakae,,"Bearers: (a) Wakae Or, 10th born child or Or Blba and Doa Teräb",,,,,
SN004840,"see, look at",wakaes_1,,,,,,,
SN004841,"look through, glance at (when used with perfective aspect)",wakaes_1,,,,,,,
SN004842,"view, way of seeing things, opinion",wakaes_2,,,,,,,
SN004843,"stalk, creep up on",wakambos,,,,,,,
SN004844,"walk slowly, supporting somone",wakambos,,,,,,,
SN004845,snatch from (DAT),wakaws,,,,,,,
SN004846,adopt (child),wakaws,,,,,,,
SN004847,female personal name,Wake,,,,,,,
SN004848,"stingray, estuary stingray, whipray",wako,,,,,,"Shark, ray",
SN004849,sex,wal,,,,,,,
SN004850,sexual desire,wal,,,,,,,
SN004851,adultery (when preceded by the word for 'man' or 'woman'),wal,,,,,,,
SN004852,"randy, sex-obsessed",wal_krares,,,,,,,
SN004853,have sex,LX001462,,,,,,,
SN004854,"get sexually aroused, get horny",LX001463,,,,,,,
SN004855,cap of cassowary,walap,,,,,,,tapa
SN004856,"cap, hat",walap,,,,,,,
SN004857,"submerge, sink",walet_1,,,,,,,
SN004858,"give up (e.g. a custom), sink it beneath new practices",walet_1,,,,,,,
SN004859,baptize,walet_1,,,,,,,
SN004860,sink,walet_2,,,,,,,
SN004861,get rid of something,walngs,,,,,,,
SN004862,undress,LX001464,,,,,,,
SN004863,clear around a garden or tree so it stands in the clearing,LX001464,,,,,,,
SN004864,hang,wamae,,,,,,,
SN004865,dress,wamanes,,,,,,,
SN004866,decorate,wamanes,,,,,,,
SN004867,"try without success, struggle",wamanes,,,,,,,
SN004868,be hanging (or: be attached up high?),wamangr,,,,,,,
SN004869,"male personal name, found as patronymic for Zambaro",Wamanze,,,,,,,
SN004870,"type of bandicoot, which lives in tree holes; these were eaten by widows",wamato,,Live in tree hollows or hollow logs; could be caught by putting a little basket around the hold out of the tree hole which it runs out ino,,,,Marsupial,
SN004871,sniff,wambaes,,,,,,,
SN004872,smell (usually with wimb as coverb),wambaes,,,,,,,
SN004873,"cuddle, hold close",LX001465,,,,,,,
SN004874,"Generic term used for various small birds of the understory and substage of forested habitat, including Fantails, Flycatcher, Whistlers and other species of similar size.",LX001466,,Little birds; call out at first light (''dawnbreaker').,,,Cacomantis variolosus; Ptilorrhoa caerulescens; Cinclosoma ajax; Pachycephala simplex; Pachycephala aurea; Rhipidura leucophrys; Rhipidura leucophrys; Rhipidura rufiventris; Rhipidura threnothorax; Rhipidura atra; Rhipidura hyperythra; Rhipidura phasiana; Rhipidura rufidorsa; Rhypidura rufifrons; Myiagra rubecula; Myiagra alecto; Myiagra nana; Arses telescopthalmus,Bird,
SN004875,Grey Whistler,LX001467,,First bird to call at dawn,ad50cfa21a9d45cd626384c31dcde0e9,,Pachycephala simplex,,
SN004876,"go around, pass around an obstacle",wamenzas,,,,,,,
SN004877,"take different paths, diverge",wamenzas,,,,,,,
SN004878,"overlook, miss, forget",wamenzas,,,,,,,
SN004879,avoid calling someone by name,waminzas,,,,,,,
SN004880,nickname - this includes the use of English names like Michael or Joseph instead of traditional names,LX001468,,"These names can be used by tambu relatives who are not able to use your real name.E.g. Michael is Binzawa's waminzas yétqén, and Joseph is Teräb's.",,,,,
SN004881,ask for,wamnengs,,,,,,,
SN004882,set,wams,,,,,,,
SN004883,keep,wams,,,,,,,
SN004884,plant species,LX001469,,Used for house-posts,,,Tectatorius sp.,Plant,
SN004885,White-bellied Sea Eagle,wana,,,bc017fd0738f09636fb2989317ca7471,,Haliaeetus leucogaster,Bird,
SN004886,banana variety,LX001470,,,,,,,
SN004887,bark at,wanams_1,,,,,,,
SN004888,ringbark,wanams_2,,,,,,,
SN004889,chop down,wandrers,,,,,,,
SN004890,wait for (wasting time),wanes,,,,,,,
SN004891,"approach closer to something, step by step",wanes,,,,,,,
SN004892,find (after waiting?) Need to check meaning more precisely,wanes,,,,,,,
SN004893,? verb form predicted by ex. below; meaning unclear,waness,,,,,,,
SN004894,coral tree,LX001471,,Also called markae wanga because of its red colour,,,Erythrina variegata,Plant,
SN004895,"type of herb, Grows on the ground and has wide leaves",wangap,,"Used when people are feeling sick, sometmes used to make or stop rain",,,,,
SN004896,plant species,wangawanga,,,,,,Plant,
SN004897,"return, bring or take back",LX001472,,,,,,,
SN004898,call back close,LX001472,,,,,,,
SN004899,push back (head wind),LX001472,,,,,,,
SN004900,wind that keeps changing directions,LX001473,,,,,,Wind ; Weather,
SN004901,"name of old, now-abandoned Äkmär village to NW of Mär",Wankapa,,"This is the first in a string of old, abandoned villages heading northwest from Mär towards Suki lagoon. The others are yeribu, Qgmit, Sasnaro, Bängudbn, Wasawa, which is the farthest Nen village before Suki lagoon.",,,,,
SN004902,"call, call out to",wanms,,,,,,,
SN004903,"call up, call on phone",wanms,,,,,,,
SN004904,bark,wanms,,,,,,,
SN004905,"call, refer to by a term or name",wanms,,,,,,,
SN004906,select,wanms,,,,,,,
SN004907,close (e.g. a gate),LX001474,,,,,,,
SN004908,cover,LX001474,,,,,,,
SN004909,cut for someone,LX001475,,,,,,,
SN004910,"make ones wife pregnant too soon after the birth of another child, while she is still breast-feeding",LX001475,,,,,,,
SN004911,"make marks on something, e.g. when cutting marks on the side of a pawpaw",LX001476,,,,,,,
SN004912,wake,wans,,,,,,,
SN004913,raise from the dead,wans,,,,,,,
SN004914,deny,LX001477,,,,,,,
SN004915,point to something,wanzas,,,,,,,
SN004916,mark of engagement,wanzpor,,get more info on what this was traditionally,,,,,
SN004917,engagement ring,wanzpormne_silsil,,,,,,,
SN004918,paint,wanzs,,,,,,,
SN004919,"lather, put soap on",wanzs,,,,,,,
SN004920,ripe,wao_1,tikp,,,,,,
SN004921,"sweet, dried coconut",wao_2,,,,,,,
SN004922,grey hair,wao_gieb,,,,,,Head,
SN004923,plant species,LX001478,,,,,Epipremnium pinatum,Plant,
SN004924,"desert, leave",waorers_1,,,,,,,
SN004925,forgive,waorers_1,,,,,,,
SN004926,forget,waorers_2,,,,,,,
SN004927,bridge,wap_1,,,,,,,
SN004928,knee of cassowary (spell word),wap_2,,,,,,Parts of a bird,
SN004929,"(sun) strike, shine on",wapaes,,,,,,,
SN004930,approach,wapanes,,,,,,,
SN004931,"peep out, look at",wapans,,,,,,,
SN004932,"start, begin, start to",wapaps,,,,,,,
SN004933,approach,waparers,,,,,,,
SN004934,make something (that has already been started),waparnzas,,,,,,,
SN004935,cover,wapars,,,,,,,
SN004936,covered,waparsmne,,,,,,,
SN004937,uncovered,waparspner,,,,,,,
SN004938,complete,wapers,,,,,,,
SN004939,"blow, blow on (fire), blow in (e.g. face)",wapes,,,,,,,
SN004940,put inside a container,wapls,,,,,,,
SN004941,serve (food),wapls,,,,,,,
SN004942,"separate, come between",LX001479,,,,,,,
SN004943,appendix,LX001480,,,,,,Internal organs,LX001481
SN004944,appendix,LX001481,,,,,,Stomach,LX001480
SN004945,do,wapr,,,,,,,
SN004946,make,wapr,,,,,,,
SN004947,"begin, start (perhaps only with perf. form?)",wapr,,,,,,,
SN004948,"use, usage",waprs_yam,,,,,,,
SN004949,"fill. When used with the imperfective, this means 'raise the level by filling', when used with the perfective it means 'make overflow'. E.g. when I had filled Warapa's coffee copu 7/8 full, but he wanted it filled right to the top, he said tap!",waps_1,,,,,,,
SN004950,put something down on something,waps_2,,,,,,,
SN004951,"type of flying fox, a bit yellow, has no fur on its back",LX001482,,,,,,,
SN004952,plant species,LX001483,,Shares name with the flying fox known as wapwap qter; so-called because the seed of the tree is smooth like the back of a wapwap qter.,,,Randia dryadum,Plant,
SN004953,acacia species,war,,"id. needed, also need to check that this is Nen",,,,Tree,
SN004954,"rainbow fish sps: Macculloch's Rainbow Fish, Ok Tedi Rainbow Fish, and REd-striped Rainbow Fish",war_besa,,,,,,Fish,
SN004955,young people's initiation house,LX001484,,,,,,,
SN004956,"mixture of honeycomb and yellow material in honeycomb deriving from stored pollen, said to be the nä 'shit' of the bees, good to eat",waraga,,,,,,Insect,
SN004957,plant species,warama,,,,,Buchanania sp.,Plant,
SN004958,"46,656, i.e. 6 to the power 6",LX001485,,The largest of the non-composite Nen numerals. After this one reaches mämä wimb,,,,,
SN004959,get jealous of someone,waramzas,,,,,,,
SN004960,male personal name,Warapa,,,,,,,
SN004961,"fill up from on top, so that it drips in",wararos,,,,,,,
SN004962,stare at,warars,,,,,,,
SN004963,bird species,warawiya,,,,,,Bird,
SN004964,respect,warebers,,,,,,,
SN004965,go around,warengs,,,,,,,
SN004966,swing,warengs,,,,,,,
SN004967,"surround, encircle",warengs,,,,,,,
SN004968,cause something to go around all over the place,warengs,,,,,,,
SN004969,dig into,warers,,,,,,,
SN004970,sink someone or something into mud or water,warers,,,,,,,
SN004971,hang something up on a hook,wargnes,,,,,,,
SN004972,tie trailing yam shoot around a yamstick,warmanes,,,,,,,
SN004973,oxeye herring,warmbae,,,,,,Fish,
SN004974,"take up, put up",warmbs,,,,,,,
SN004975,"pick up, cotton on, catch onto (information), understand",warmdrers,,,,,,,
SN004976,"shadow, stay close to something, keep guard on something, watch over it securely (e.g. stay in one's garden all the time to watch out for pigs)",warmdrers,,,,,,,
SN004977,give up on helping someone,warmdrers,,,,,,,
SN004978,"noise, like noise in a house",warnd_1,,,,,,,LX001218
SN004979,cuttlefish,warnd_2,,,,,,Fish,
SN004980,"great person, celebrated, famous, somone always spoken of well",warnzas,,,,,,,
SN004981,leader,LX001486,,,,,,,
SN004982,delouse,warnzs,,,,,,,
SN004983,"sea turtle, most probably green turtle",waro,,,,,,Turtle,
SN004984,sero pattern,waro_got,,,,,,,
SN004985,"hunt, by herding or using several people to direct the quarry in a given direction",wars,,,,,,,
SN004986,warta people (warda means 'swamp'),Warta,,,,,,,
SN004987,sweat,warwar_1,,,,,,,
SN004988,piece of wood,warwar_2,,,,,,,
SN004989,"be hot, feel hot",LX001487,,,,,,,
SN004990,very sweaty,warwarwarwar_1,,,,,,,
SN004991,split into many pieces,warwarwarwar_2,,,,,,,
SN004992,"7776; fifth power of six, used in numerals for counting yams",LX001488,,,,,,,
SN004993,"expression for sixth power of six (46,656), said to have been used by an older generation (e.g. Aramang's parents) though not even old people use it now",LX001489,,,,,,,
SN004994,personal name,Wasake,,,,,,,
SN004995,"try shooting at, aim at and miss (with bow and arrow)",wasaos,,,,,,,
SN004996,"type of honey with 'big mouth', i.e. a big nest, and associated bee, found in such trees as zonä",wasar_smzm,,,,,Tetragonula biroi,Types of food ; Insect,
SN004997,saratoga fish - found on Fly River side,wasara,,,,,,Fish,
SN004998,sero pattern,wasara_qlql,,,,,,,
SN004999,"be on, of two",LX001490,,,,,,,
SN005000,"name of old, now-abandoned Äkmär village heading along old path from Mär to Suki lagoon, after Bängudbn: the last village before arriving at Suki lagoon",Wasawa,,,,,,,
SN005001,throw a stick at ;throw a stick at,wasaws_1,,,,,,,
SN005002,miss,wasaws_1,,,,,,,
SN005003,send a message to someone (in vain?),wasaws_1,,,,,,,
SN005004,miss,wasaws_2,,,,,,,
SN005005,struggle to save,wasaws_2,,,,,,,
SN005006,"plant type, cassowaries eat its fruit",wase,,Cassowaries eat its fruit.,,korkorp_wase,Eriandra fragrans,Plant,
SN005007,wait for,wasengs,,,,,,,LX001492
SN005008,"take care of, look after, be in charge of (beneficiary in oblique)",wasengs,,,,,,,
SN005009,look after,wasengs,,,,,,,
SN005010,master,wasengser,,,,,,,
SN005011,person responsible for something (usually specified by preceding noun phrase),wasengser,,,,,,,
SN005012,"leader, headman",wasengser,,,,,,,
SN005013,upset,wasermbos,,,,,,,
SN005014,"big fishtrap, for flood time",wasn_pip,,,,,,Trap,
SN005015,"be on (especially of clothes), used of plural subject",LX001491,,,,,,,
SN005016,put on,wass,,,,,,,
SN005017,imitate,watambnes,,,,,,,
SN005018,"dramatise;dramatise, stage, practice (e.g. ceremony)",watambnes,,,,,,,
SN005019,teach,watambnes,,,,,,,
SN005020,pupil,watambnesmne_togetoge,,,,,,,
SN005021,mark something as ones own,watars,,,,,,,
SN005022,say.farewell.to,watembs_1,,,,,,,
SN005023,"emit, send out",watembs_1,,,,,,,
SN005024,send,watembs_1,,,,,,,
SN005025,throw at,watembs_2,,,,,,,
SN005026,aim,watembs_2,,,,,,,
SN005027,divorce,watembs_3,,,,,,,
SN005028,send (ditrans. verb),watembs_4,,,,,,,
SN005029,hide one's thoughts,waters,,,,,,,
SN005030,"point at, exhibit, show, give a warning sign about",wates_1,,,,,,,
SN005031,"show (focussing on recipient), exhibit to",wates_2,,,,,,,
SN005032,build (especially house) so that it stands higher than other buildings around,watroms,,,,,,,
SN005033,"prise bark off (obj), remove bark from, husk (coconut)",watrs,,,,,,,LX001503
SN005034,"impede, stop someone from achieving their goal",watrs,,,,,,,
SN005035,"say no with regard to a requested give, refuse to give something away",watrs,,,,,,,
SN005036,pull back foreskin,watrs,,,,,,,
SN005037,"read to, read for",wawabs,,,,,,,
SN005038,"list for, give names for",wawabs,,,,,,,
SN005039,wait for,LX001492,,,,,,,wasengs
SN005040,teach,wawaet,,,,,,,
SN005041,"tell, tell about; tell (a story) to (zi or some complex phrase formed from it must be the object, hence literally: 'follow the word/story' (to)",wawaet,,,,,,,
SN005042,"load up, load onto",wawags,,,,,,,
SN005043,call back to,wawangs_1,,,,,,,
SN005044,"reply, answer",wawangs_2,,,,,,,
SN005045,return something to someone,LX001493,,,,,,,
SN005046,"answer, reply",LX001494,,,,,,,
SN005047,"persuade, talk forcefully to",wawan,,,,,,,
SN005048,"talk to peacefully, encourage",wawanzas,,,,,,,
SN005049,"admonish, encourage someone to change their ways (poss. more 'set on the right track of living' or 'admonish', though speakers use the term 'encourage')",wawanzas,,,,,,,
SN005050,"fall from, drop from",LX001495,,,,,,,
SN005051,"begin to, be about to, try to (with ditransitive verb)",wawapaps_1,,,,,,,
SN005052,teach,wawapaps_2,,,,,,,
SN005054,"want, begin, be about to (as ditransitive auxiliary)",wawapaps_2,,,,,,,
SN005055,classroom,LX001496,,,,,,,
SN005056,teacher,wawapapser,,,,,,,
SN005057,"tell out (to somebody), tell, divulge information",wawaprs_1,,,,,,,
SN005058,"pass on a message to somone, tell someone on another's behalf",wawaprs_2,,,,,,,
SN005059,"encourage, forgive",wawarmdrers,,,,,,,
SN005060,"close, lock up",wawas,,,,,,,
SN005061,put something on,wawas_1,,,,,,,
SN005062,"put (obj.) on something/someone (dat), for something/someone",wawas_2,,,,,,,
SN005063,string (bow),wawas_2,,,,,,,
SN005064,bring for,wawazrs,,,,,,,
SN005065,"tree species, unidentified. Fruit is made into a spinning top by inserting a thin stick through it",wawr,,"There are three types of wawr: wawr pip, wéb wawr, and wawrwawr (which is a wild variety).",,LX001506,Ficus copiosa,,
SN005066,place name,Wawrdbn,,,,,,,
SN005067,fig tree species,LX001497,,Starts as vine climbing onto tree.,,wrng_wawrwawr,Ficus botrycarpa,Plant,
SN005068,"place name, vicinity of Mär",Wawya,,,,,,,
SN005069,show,wayab,,,,,,,
SN005070,offer in marriage (translated as 'show' in local English),wayab,,,,,,,
SN005071,offer,wayab,,,,,,,
SN005072,pheasant coucal,wayako_sr,,,,,,Bird,
SN005073,place name,Wayam,,,,,,,
SN005074,indicate,LX001498,,,,,,,
SN005075,"discern, recognise, know what something is",LX001498,,,,,,,
SN005076,"check, examine",LX001498,,,,,,,
SN005077,study,LX001498,,,,,,,
SN005078,"complete, finish, leave off from a job",LX001499,,,,,,,
SN005079,"join, tie to make long",LX001500,,,,,,,
SN005080,"persuade, trick into",LX001501,,,,,,,
SN005081,attract,LX001501,,,,,,,
SN005082,"carry (in backpack, in hand, strung from head)",wazrs_1,,,,,,,
SN005083,take (a person),wazrs_1,,,,,,,
SN005084,buy,wazrs_1,,,,,,,
SN005085,take around (many wives),wazrs_1,,,,,,,
SN005086,pour,wazrs_2,,,,,,,
SN005087,pour onto (the thing poured takes the ablative),wazrs_2,,,,,,,
SN005088,pour for,wazrs_3,,,,,,,
SN005089,female personal name,Wbe,,,,,,,
SN005090,someone who always tries to lift things up but isn't strong,LX001502,,,,,,,
SN005091,first growth stage of the black palm,wde,,"This is the first of four stages: the following three are called mobald wde, sendene, and finally katro",,,Gulubia costata,Plant,
SN005092,seed of Clinostigma species,wde_karokaro,,,,,Clinostigma sp.,Plant,
SN005093,"sharpen, skin, whittle, e.g. sharpening a skin, pulling the outside skin off a rope",LX001503,,,,,,,
SN005094,"pull back foreskin, a form of circumcision but achieved not by cutting but by pulling the foreskin back until it is 'set'",LX001503,,,,,,,watrs
SN005095,tear,LX001504,,,,,,,
SN005096,"(following an oblique pronoun) hey, it's ours (etc.), i.e. 'bags it!'",we,,,,,,,
SN005097,place name,LX001505,,"S08.41'06"", E 42.03'14.2""",,,,,
SN005098,"plant species, a type of wawr",LX001506,,,,wawr,,Plant,
SN005099,"disperse, force to leave after a fight",LX001507,,,,,,,
SN005100,"force something to scream in a goup, frightenand force to cry out",LX001507,,,,,,,
SN005101,"roast in a ground oven, 'oven it'",LX001508,,,,,,,
SN005102,"mark, set aside",LX001509,,,,,,,
SN005103,measure,LX001509,,,,,,,
SN005104,deceive,LX001510,,,,,,,
SN005105,"taste, have a taste",LX001511,,,,,,,
SN005106,try,LX001511,,,,,,,
SN005107,day that has been marked or counted,LX001512,,,,,,,
SN005108,"fill in, back fill",LX001513,,,,,,,
SN005109,interrupt,LX001514,,,,,,,
SN005110,push,LX001515,,,,,,,
SN005111,"push ashore, push high and dry",LX001515,,,,,,,
SN005112,? check meaning for this example and get defin,LX001515,,,,,,,
SN005113,load to the brim,LX001515,,,,,,,
SN005114,epiphyte species,LX001516,,,,,Drynaria sp.,"Grass, herb, vine",
SN005115,"'wings' of cassowary, vestigial wings",LX001517,,,,,,,
SN005116,mid-sized cassowary,LX001518,,,,,,Bird,
SN005117,plant species,LX001519,,,,,Blechnum sp.,Plant,
SN005118,"refuse to talk about, stop from public eyes",LX001520,,,,,,,
SN005119,"hesitate to talk to, respect",LX001520,,,,,,,
SN005120,"refrain from, hold oneself back from talking to",LX001521,,,,,,,
SN005121,paperbark species,LX001522,,"Used for canoes, bark is good for light",,,Melaleuca sp.,Plant,
SN005122,"pull out, take out",LX001523,,,,,,,
SN005123,"win someone's heart e.g by dancing or singing well, or bringing her frequent gifts of cassowary meat, attract someone e.g. by dancing well in a group",LX001523,,,,,,,
SN005124,take a likeness of someone (with banban 'picture' in ablative),LX001523,,,,,,,
SN005125,"reconnoitre, go and see what is going on, carry out an investigation, look for a suitable person or place",wegbs,,,,,,,
SN005126,move (a body part) flounce,LX001524,,,,,,,
SN005127,used in giving or granting permission to take leave,wei,,,,,,,
SN005128,"sorry, sad",weiwei,,,,,,,
SN005129,"sorry, excuse me",weiwei,,,,,,,
SN005130,begin to feel sad (lit. sadness enter [into] one),weiwei_elaws,,,,,,,
SN005131,"memorial feast, commemorative feast for someone who has died",weiwei_nne,,,,,,,
SN005132,"fellowship, feast",weiwei_yam,,,,,,,
SN005133,"be moved, feel moved",LX001525,,,,,,,
SN005134,feel sad,LX001526,,,,,,,
SN005135,feel sorry for,LX001527,,,,,,,
SN005136,"type of grub found in acacia mangium tree (arqn), used as bait",LX001528,,,,,,,
SN005137,lay someone on their back,LX001529,,,,,,,
SN005138,put in,LX001530,,,,,,,
SN005139,put (feet: ABS) in (boots etc: LOC),LX001530,,,,,,,
SN005140,"commemorative post, memory of what someone has done, on the spot where you were standing, e.g. a place where someone kills an animal on the road, they would put 2 posts on the road to remind them later, one where they were standing and one where the animal was",LX001531,,,,,,,
SN005141,fruit pigeon (white type),LX001532,,,,,,Bird,
SN005142,"good provider, person who produces plenty of food",LX001533,,,,,,,
SN005143,"put on top of, in a jumble or random way",LX001534,,,,,,,
SN005144,hang up,LX001535,,,,,,,
SN005145,tie [infinitive],LX001536,,,,,,,
SN005146,wrap,LX001536,,,,,,,
SN005147,lick,LX001537,,,,,,,
SN005148,wash (someone / something),LX001538,,,,,,,
SN005149,wash,LX001539,,,,,,,
SN005150,close,wembes,,,,,,,
SN005151,wait in prey,LX001540,,,,,,,
SN005152,ask,LX001541,,,,,,,
SN005153,"interview, ask questions",LX001541,,,,,,,
SN005154,"accept, obey",LX001542,,,,,,,
SN005155,allow,LX001542,,,,,,,
SN005156,"welcome into family, receive as part of one's family",LX001542,,,,,,,
SN005157,interview,LX001543,,,,,,,
SN005158,question,LX001544,,,,,,,
SN005159,girl who is going into ritual seclusion at the time of her second menstruation,LX001545,,,,,,,
SN005160,sit someone down,LX001546,,,,,,,
SN005161,set a trap,LX001547,,,,,,,
SN005162,sit (by: OBJ) in wait (for: DAT),LX001547,,,,,,,
SN005163,"unburden, unload",LX001547,,,,,,,
SN005164,tree,LX001548,,,,,,,
SN005165,"wood, stick",LX001548,,,,,,,
SN005166,stick frame (holding closed the door of the yamhouse),LX001548,,,,,,,
SN005167,"tree hollow, hollow tree",LX001549,,,,,,,
SN005168,cross,LX001550,,,,,,,
SN005169,fallen log,LX001551,,,,,,,
SN005170,"tree stump that is wide at the base, used like a club",LX001552,,,,,,,
SN005171,"short stick, for thorwing at coconuts",LX001553,,,,,,,
SN005172,ring-barked tree,LX001554,,"People ringbark large trees so that the leaves will fall (and can be burned), but the tree itself will not be felled.",,,,,
SN005173,"stick used to throw at something up high, to try and hit it",LX001555,,,,,,Tool,
